gene_id	tx_id(s)[RSEM]	tx_id(s)[tranquant]	tx_id_agreement	length[RSEM]	length[tranquant]	TPM[RSEM]	TPM[tranquant]	tpm_equality	tpm_difference
ENSMUSG00000016495	ENSMUST00000016639,ENSMUST00000126800,ENSMUST00000129608,ENSMUST00000138051,ENSMUST00000139176,ENSMUST00000139860,ENSMUST00000141838,ENSMUST00000143467,ENSMUST00000152936,ENSMUST00000155367	ENSMUST00000143467,ENSMUST00000152936,ENSMUST00000016639,ENSMUST00000141838,ENSMUST00000155367,ENSMUST00000126800,ENSMUST00000138051,ENSMUST00000139176	False	987.10	18792	26.96	4.899358615206062	False	22.06064138479394
ENSMUSG00000021983	ENSMUST00000080368,ENSMUST00000131670,ENSMUST00000140924,ENSMUST00000145071,ENSMUST00000149414,ENSMUST00000152688	ENSMUST00000080368,ENSMUST00000145071,ENSMUST00000131670,ENSMUST00000140924,ENSMUST00000149414	False	2943.41	558640	12.14	0.12390042650986173	False	12.01609957349014
ENSMUSG00000020646	ENSMUST00000078902,ENSMUST00000110942	ENSMUST00000078902,ENSMUST00000110942	True	2802.00	133519	8.19	0.3895348606921472	False	7.800465139307852
ENSMUSG00000025217	ENSMUST00000065601,ENSMUST00000111936	ENSMUST00000065601,ENSMUST00000111936	True	6247.28	166280	6.78	0.6050384419064682	False	6.174961558093532
ENSMUSG00000039218	ENSMUST00000088621	ENSMUST00000180975,ENSMUST00000088621	False	8596.00	34210	105.38	31.65423345253938	False	73.72576654746061
ENSMUSG00000049858	ENSMUST00000054764	ENSMUST00000054764	True	2349.00	4180	1.24	0.8169421074885367	False	0.4230578925114633
ENSMUSG00000032065	ENSMUST00000034568	ENSMUST00000034568	True	617.00	4507	0.96	0.14570574018629498	False	0.814294259813705
ENSMUSG00000054034	ENSMUST00000066819,ENSMUST00000131510,ENSMUST00000151592	ENSMUST00000066819,ENSMUST00000151592,ENSMUST00000131510	True	981.75	2929	4.37	2.3317296068979747	False	2.0382703931020254
ENSMUSG00000017119	ENSMUST00000071537,ENSMUST00000103098,ENSMUST00000103099,ENSMUST00000107208,ENSMUST00000107212,ENSMUST00000107213,ENSMUST00000107218,ENSMUST00000123558,ENSMUST00000127421,ENSMUST00000127871,ENSMUST00000136185,ENSMUST00000141170,ENSMUST00000144517,ENSMUST00000146452,ENSMUST00000147239,ENSMUST00000148805,ENSMUST00000149019,ENSMUST00000149170,ENSMUST00000172744,ENSMUST00000174013	ENSMUST00000103099,ENSMUST00000147239,ENSMUST00000103098,ENSMUST00000107213,ENSMUST00000123558,ENSMUST00000107208,ENSMUST00000149170,ENSMUST00000107212,ENSMUST00000127421,ENSMUST00000136185,ENSMUST00000146452,ENSMUST00000127871,ENSMUST00000149019,ENSMUST00000172744,ENSMUST00000148805,ENSMUST00000141170,ENSMUST00000107218,ENSMUST00000071537	False	3988.68	29803	7.95	9.90673484717734	False	1.9567348471773398
ENSMUSG00000061104	ENSMUST00000074053	ENSMUST00000074053	True	780.00	789	0.18	11.48593363760572	False	11.30593363760572
ENSMUSG00000078612	ENSMUST00000106803,ENSMUST00000106804	ENSMUST00000106804,ENSMUST00000106803	True	3068.00	103408	1.16	0.08128680439667417	False	1.0787131956033258
ENSMUSG00000028902	ENSMUST00000030734,ENSMUST00000151049,ENSMUST00000154712	ENSMUST00000030734,ENSMUST00000154712,ENSMUST00000151049	True	1071.69	17685	7.28	0.8689104349369169	False	6.411089565063083
ENSMUSG00000040620	ENSMUST00000049048,ENSMUST00000108527,ENSMUST00000123860,ENSMUST00000124464,ENSMUST00000146203,ENSMUST00000155044,ENSMUST00000178111,ENSMUST00000178218,ENSMUST00000179635	ENSMUST00000108527,ENSMUST00000146203,ENSMUST00000049048,ENSMUST00000124464,ENSMUST00000179635,ENSMUST00000155044,ENSMUST00000178111,ENSMUST00000123860,ENSMUST00000178218	True	4488.20	20347	6.78	3.576050102176004	False	3.203949897823996
ENSMUSG00000052917	ENSMUST00000049128,ENSMUST00000089360,ENSMUST00000089362	ENSMUST00000049128,ENSMUST00000089362,ENSMUST00000089360	True	4170.37	141675	9.06	0.6461506298227394	False	8.41384937017726
ENSMUSG00000021033	ENSMUST00000063117	ENSMUST00000063117	True	1665.00	17559	9.83	1.0845821151300934	False	8.745417884869907
ENSMUSG00000025272	ENSMUST00000087253,ENSMUST00000087258,ENSMUST00000112709,ENSMUST00000148604,ENSMUST00000151403,ENSMUST00000163450,ENSMUST00000163969,ENSMUST00000164071,ENSMUST00000165192,ENSMUST00000169450,ENSMUST00000171775	ENSMUST00000087258,ENSMUST00000151403,ENSMUST00000087253,ENSMUST00000163969,ENSMUST00000164071,ENSMUST00000169450,ENSMUST00000163450,ENSMUST00000171775,ENSMUST00000165192,ENSMUST00000148604,ENSMUST00000112709	True	2595.10	12280	20.73	28.556640205576805	False	7.826640205576805
ENSMUSG00000067199	ENSMUST00000087155	ENSMUST00000087155	True	579.00	2614	0.21	0.05024451193723271	False	0.1597554880627673
ENSMUSG00000042406	ENSMUST00000109605	ENSMUST00000109605	True	1724.00	2358	17.32	14.7603375165566	False	2.5596624834434003
ENSMUSG00000073423	ENSMUST00000073570,ENSMUST00000164636,ENSMUST00000165504,ENSMUST00000166627,ENSMUST00000169781,ENSMUST00000170225,ENSMUST00000172455	ENSMUST00000166627,ENSMUST00000073570,ENSMUST00000172455,ENSMUST00000170225,ENSMUST00000165504,ENSMUST00000169781	False	911.42	2690	9.88	15.038089031527619	False	5.158089031527618
ENSMUSG00000006724	ENSMUST00000165764,ENSMUST00000171868,ENSMUST00000172069	ENSMUST00000165764,ENSMUST00000172069	False	2380.00	4757	0.33	0.3865352446615447	False	0.05653524466154469
ENSMUSG00000024535	ENSMUST00000025417,ENSMUST00000165032	ENSMUST00000165032,ENSMUST00000025417	True	1734.25	145259	6.95	0.1509967626932286	False	6.7990032373067715
ENSMUSG00000033615	ENSMUST00000046892,ENSMUST00000129040	ENSMUST00000046892,ENSMUST00000129040	True	2189.00	31471	48.92	4.586499649522258	False	44.33350035047774
ENSMUSG00000041645	ENSMUST00000044923,ENSMUST00000110001	ENSMUST00000044923,ENSMUST00000110001	True	2904.00	17849	18.53	7.1081642086947605	False	11.421835791305242
ENSMUSG00000023805	ENSMUST00000061091,ENSMUST00000080283,ENSMUST00000115784,ENSMUST00000115785,ENSMUST00000115786,ENSMUST00000115787,ENSMUST00000115788,ENSMUST00000115789,ENSMUST00000115790,ENSMUST00000115791,ENSMUST00000126881,ENSMUST00000130661,ENSMUST00000134767,ENSMUST00000142409,ENSMUST00000146009,ENSMUST00000154114	ENSMUST00000115791,ENSMUST00000134767,ENSMUST00000080283,ENSMUST00000142409,ENSMUST00000061091,ENSMUST00000115790,ENSMUST00000115789,ENSMUST00000115788,ENSMUST00000115787,ENSMUST00000115786,ENSMUST00000115784,ENSMUST00000115785,ENSMUST00000130661,ENSMUST00000154114,ENSMUST00000126881	False	3044.79	103011	7.09	2.3944523555248813	False	4.695547644475118
ENSMUSG00000076379	ENSMUST00000102424	ENSMUST00000102424	True	85.00	67	3.04	1.9602858836406907	False	1.0797141163593094
ENSMUSG00000034218	ENSMUST00000118282,ENSMUST00000126598,ENSMUST00000132249,ENSMUST00000132403,ENSMUST00000150244	ENSMUST00000118282,ENSMUST00000126598,ENSMUST00000132249,ENSMUST00000132403,ENSMUST00000150244	True	7611.00	97592	3.58	0.4239264855135337	False	3.1560735144864664
ENSMUSG00000051279	ENSMUST00000057613	ENSMUST00000057613	True	3532.00	17974	0.16	0.03653587242793097	False	0.12346412757206904
ENSMUSG00000030317	ENSMUST00000032462	ENSMUST00000032462	True	1416.00	10314	3.04	0.4838944987152607	False	2.5561055012847396
ENSMUSG00000002064	ENSMUST00000002133,ENSMUST00000133020,ENSMUST00000154080	ENSMUST00000002133,ENSMUST00000154080,ENSMUST00000133020	True	1069.56	9751	6.61	1.737539831023125	False	4.872460168976875
ENSMUSG00000030929	ENSMUST00000033224,ENSMUST00000063902,ENSMUST00000106523,ENSMUST00000125595,ENSMUST00000133926,ENSMUST00000139192,ENSMUST00000150844	ENSMUST00000106523,ENSMUST00000063902,ENSMUST00000125595,ENSMUST00000033224,ENSMUST00000150844,ENSMUST00000139192,ENSMUST00000133926	True	3107.83	25380	6.05	3.5292869648178775	False	2.5207130351821223
ENSMUSG00000053716	ENSMUST00000172306,ENSMUST00000173051,ENSMUST00000173748,ENSMUST00000174247	ENSMUST00000172306,ENSMUST00000173051,ENSMUST00000173748	False	1429.39	7093	21.58	7.6474088095617585	False	13.93259119043824
ENSMUSG00000089745	ENSMUST00000162325	ENSMUST00000162325	True	829.00	1376	0.28	0.1908999334359394	False	0.08910006656406064
ENSMUSG00000058672	ENSMUST00000056427	ENSMUST00000056427	True	1584.00	3734	107.49	79.95016001754806	False	27.539839982451937
ENSMUSG00000037938	ENSMUST00000035481,ENSMUST00000137881,ENSMUST00000149118	ENSMUST00000035481,ENSMUST00000149118,ENSMUST00000137881	True	991.40	4435	2.21	1.0957268783642102	False	1.1142731216357897
ENSMUSG00000079559	ENSMUST00000114427	ENSMUST00000114427	True	1263.00	9394	0.18	0.027962349202453968	False	0.15203765079754603
ENSMUSG00000021408	ENSMUST00000021844,ENSMUST00000163418,ENSMUST00000167374,ENSMUST00000171137	ENSMUST00000021844,ENSMUST00000163418,ENSMUST00000167374,ENSMUST00000171137	True	2291.69	34785	4.05	0.8344387833568409	False	3.215561216643159
ENSMUSG00000047678	ENSMUST00000053659	ENSMUST00000053659	True	2497.00	6071	0.49	0.23797244214185292	False	0.25202755785814707
ENSMUSG00000072676	ENSMUST00000100811,ENSMUST00000100813,ENSMUST00000184129,ENSMUST00000185006	ENSMUST00000185006,ENSMUST00000100811,ENSMUST00000100813,ENSMUST00000184129	True	1422.24	4373	10.17	27.451174695263806	False	17.281174695263807
ENSMUSG00000031256	ENSMUST00000033609,ENSMUST00000113286,ENSMUST00000113287,ENSMUST00000136510,ENSMUST00000144483,ENSMUST00000148080,ENSMUST00000149658,ENSMUST00000156778	ENSMUST00000033609,ENSMUST00000113287,ENSMUST00000149658,ENSMUST00000156778,ENSMUST00000144483,ENSMUST00000136510,ENSMUST00000113286,ENSMUST00000148080	True	3998.06	27633	21.18	10.860564084825086	False	10.319435915174914
ENSMUSG00000032330	ENSMUST00000034881	ENSMUST00000034881	True	754.00	4518	23.61	4.418670083885966	False	19.191329916114032
ENSMUSG00000021109	ENSMUST00000021530,ENSMUST00000110461,ENSMUST00000110464,ENSMUST00000149740,ENSMUST00000157041	ENSMUST00000110461,ENSMUST00000110464,ENSMUST00000021530,ENSMUST00000149740,ENSMUST00000157041	True	2471.69	46156	36.50	5.258574334189613	False	31.241425665810386
ENSMUSG00000093720	ENSMUST00000176473	ENSMUST00000176473	True	1287.00	13019	0.10	0.020176534941842888	False	0.07982346505815711
ENSMUSG00000031490	ENSMUST00000033880	ENSMUST00000033880	True	981.00	16346	1.76	0.12052412290828914	False	1.6394758770917108
ENSMUSG00000043924	ENSMUST00000064481,ENSMUST00000105857,ENSMUST00000105858,ENSMUST00000105859,ENSMUST00000105860,ENSMUST00000123632,ENSMUST00000134717,ENSMUST00000154518	ENSMUST00000105858,ENSMUST00000105859,ENSMUST00000105860,ENSMUST00000064481	False	1448.00	28652	0.23	0.055007324111654175	False	0.17499267588834583
ENSMUSG00000009640	ENSMUST00000102687,ENSMUST00000123586,ENSMUST00000127750,ENSMUST00000129510,ENSMUST00000134642,ENSMUST00000135582	ENSMUST00000135582,ENSMUST00000102687,ENSMUST00000129510	False	1566.00	7593	1.95	1.366494558423571	False	0.5835054415764289
ENSMUSG00000019261	ENSMUST00000019405	ENSMUST00000019405	True	3271.00	11598	3.84	1.2796451478740876	False	2.5603548521259123
ENSMUSG00000024548	ENSMUST00000025430,ENSMUST00000161465	ENSMUST00000025430	False	9953.00	359012	18.50	0.6142369611834486	False	17.885763038816552
ENSMUSG00000004952	ENSMUST00000042135,ENSMUST00000100570,ENSMUST00000122887,ENSMUST00000125048,ENSMUST00000125247,ENSMUST00000130598,ENSMUST00000131353,ENSMUST00000134509,ENSMUST00000135344,ENSMUST00000140972,ENSMUST00000145294,ENSMUST00000152723	ENSMUST00000042135,ENSMUST00000134509,ENSMUST00000125048,ENSMUST00000135344,ENSMUST00000131353,ENSMUST00000152723,ENSMUST00000100570,ENSMUST00000140972,ENSMUST00000122887	False	1098.56	27945	2.92	0.7190871566720602	False	2.2009128433279397
ENSMUSG00000025324	ENSMUST00000168747	ENSMUST00000168747	True	5469.00	173255	0.57	0.021225917391763216	False	0.5487740826082368
ENSMUSG00000032355	ENSMUST00000034910,ENSMUST00000183350,ENSMUST00000183636,ENSMUST00000183686,ENSMUST00000183955,ENSMUST00000184006,ENSMUST00000184106,ENSMUST00000184138,ENSMUST00000184316,ENSMUST00000184322,ENSMUST00000184415,ENSMUST00000184848,ENSMUST00000184944,ENSMUST00000185039,ENSMUST00000185144	ENSMUST00000183636,ENSMUST00000185144,ENSMUST00000034910,ENSMUST00000184848,ENSMUST00000184415,ENSMUST00000184322,ENSMUST00000185039,ENSMUST00000183686,ENSMUST00000183955,ENSMUST00000184006,ENSMUST00000184138,ENSMUST00000184316,ENSMUST00000184106,ENSMUST00000184944	False	2571.39	250889	64.47	3.467107837699555	False	61.00289216230044
ENSMUSG00000048373	ENSMUST00000061299	ENSMUST00000061299	True	1154.00	2922	1.09	0.4944321342379155	False	0.5955678657620846
ENSMUSG00000065947	ENSMUST00000084013	ENSMUST00000084013	True	297.00	297	3726.12	7463.778601528175	False	3737.6586015281755
ENSMUSG00000089774	ENSMUST00000113975,ENSMUST00000131098	ENSMUST00000113975,ENSMUST00000131098	True	10913.00	29152	2.11	0.9866655725391004	False	1.1233344274608994
ENSMUSG00000021870	ENSMUST00000038522,ENSMUST00000090359,ENSMUST00000102956,ENSMUST00000112330,ENSMUST00000112331,ENSMUST00000125437,ENSMUST00000127078,ENSMUST00000129920,ENSMUST00000134117,ENSMUST00000136625,ENSMUST00000136635,ENSMUST00000139075,ENSMUST00000142679,ENSMUST00000144737,ENSMUST00000145738,ENSMUST00000146438	ENSMUST00000102956,ENSMUST00000112331,ENSMUST00000145738,ENSMUST00000038522,ENSMUST00000090359,ENSMUST00000112330,ENSMUST00000139075,ENSMUST00000142679,ENSMUST00000136635,ENSMUST00000127078,ENSMUST00000136625,ENSMUST00000125437,ENSMUST00000134117,ENSMUST00000129920,ENSMUST00000146438,ENSMUST00000144737	True	1662.17	121764	86.21	9.73469881648463	False	76.47530118351537
ENSMUSG00000055725	ENSMUST00000069453,ENSMUST00000112968,ENSMUST00000112969,ENSMUST00000126585,ENSMUST00000132127	ENSMUST00000069453,ENSMUST00000112969,ENSMUST00000126585,ENSMUST00000112968,ENSMUST00000132127	True	2162.30	29268	6.27	0.9333929231384674	False	5.336607076861532
ENSMUSG00000030386	ENSMUST00000098822,ENSMUST00000123589,ENSMUST00000133515,ENSMUST00000151933	ENSMUST00000098822,ENSMUST00000123589,ENSMUST00000151933,ENSMUST00000133515	True	3674.48	17943	7.58	5.123859329139408	False	2.4561406708605924
ENSMUSG00000035085	ENSMUST00000037378	ENSMUST00000037378	True	939.00	3557	0.12	0.03692413668932423	False	0.08307586331067576
ENSMUSG00000020186	ENSMUST00000020403	ENSMUST00000020403	True	973.00	19834	4.86	0.2714987053726418	False	4.588501294627359
ENSMUSG00000002068	ENSMUST00000108023,ENSMUST00000124979,ENSMUST00000128785,ENSMUST00000130329,ENSMUST00000137097	ENSMUST00000108023,ENSMUST00000128785,ENSMUST00000137097,ENSMUST00000130329	False	982.65	9551	2.70	0.6050594476989589	False	2.094940552301041
ENSMUSG00000040661	ENSMUST00000046502	ENSMUST00000046502	True	9324.00	101113	4.53	0.49879081042306816	False	4.031209189576932
ENSMUSG00000026754	ENSMUST00000039165,ENSMUST00000112850,ENSMUST00000124463,ENSMUST00000126520,ENSMUST00000136261,ENSMUST00000149810,ENSMUST00000149842,ENSMUST00000153914,ENSMUST00000154210,ENSMUST00000184996	ENSMUST00000039165,ENSMUST00000112850,ENSMUST00000153914,ENSMUST00000124463,ENSMUST00000184996,ENSMUST00000154210,ENSMUST00000149842,ENSMUST00000126520,ENSMUST00000149810,ENSMUST00000136261	True	3302.41	49387	11.51	4.132687663411453	False	7.377312336588547
ENSMUSG00000087338	ENSMUST00000139592	ENSMUST00000139592	True	811.00	30134	0.14	0.004358503823054566	False	0.13564149617694546
ENSMUSG00000096014	ENSMUST00000180353	ENSMUST00000180353	True	4832.00	4832	1.97	2.3375760061129265	False	0.3675760061129265
ENSMUSG00000001016	ENSMUST00000001042	ENSMUST00000001042	True	1973.00	12254	6.22	1.2861676599046152	False	4.9338323400953845
ENSMUSG00000090693	ENSMUST00000164661	ENSMUST00000164661	True	1836.00	7929	0.76	0.28159485703956955	False	0.47840514296043046
ENSMUSG00000019836	ENSMUST00000019980,ENSMUST00000118392	ENSMUST00000118392	False	1002.00	1003	3.36	21.082356756562447	False	17.722356756562448
ENSMUSG00000032356	ENSMUST00000034909,ENSMUST00000034912	ENSMUST00000034909,ENSMUST00000034912	True	3769.17	117070	17.90	0.7056660800740552	False	17.194333919925942
ENSMUSG00000089994	ENSMUST00000160182	ENSMUST00000160182	True	2635.00	5427	0.30	0.16940742204302267	False	0.13059257795697732
ENSMUSG00000043415	ENSMUST00000052168	ENSMUST00000052168	True	2529.00	2832	3.22	3.385507859070134	False	0.165507859070134
ENSMUSG00000015222	ENSMUST00000024639,ENSMUST00000077355,ENSMUST00000114012,ENSMUST00000114013,ENSMUST00000114015,ENSMUST00000114017,ENSMUST00000114018,ENSMUST00000123647,ENSMUST00000124873,ENSMUST00000125844,ENSMUST00000127388,ENSMUST00000128673,ENSMUST00000133522,ENSMUST00000137807,ENSMUST00000141148,ENSMUST00000145419,ENSMUST00000151423,ENSMUST00000156636,ENSMUST00000172486,ENSMUST00000172886,ENSMUST00000173778,ENSMUST00000173800,ENSMUST00000173855,ENSMUST00000174590	ENSMUST00000156636,ENSMUST00000114017,ENSMUST00000114015,ENSMUST00000124873,ENSMUST00000125844,ENSMUST00000114013,ENSMUST00000128673,ENSMUST00000137807,ENSMUST00000123647,ENSMUST00000077355,ENSMUST00000114012,ENSMUST00000173855,ENSMUST00000141148,ENSMUST00000151423,ENSMUST00000145419,ENSMUST00000127388,ENSMUST00000174590,ENSMUST00000133522,ENSMUST00000172886,ENSMUST00000173778,ENSMUST00000173800,ENSMUST00000172486,ENSMUST00000024639,ENSMUST00000114018	True	4264.80	267311	515.88	42.41348020973895	False	473.46651979026103
ENSMUSG00000025173	ENSMUST00000026173,ENSMUST00000106110,ENSMUST00000127373,ENSMUST00000136797,ENSMUST00000137230	ENSMUST00000026173,ENSMUST00000137230,ENSMUST00000106110,ENSMUST00000136797,ENSMUST00000127373	True	2322.56	27222	4.14	0.7285361944307129	False	3.4114638055692867
ENSMUSG00000050612	ENSMUST00000050236	ENSMUST00000050236	True	1899.00	4662	0.36	0.1690336604941136	False	0.19096633950588637
ENSMUSG00000039810	ENSMUST00000040572,ENSMUST00000133458,ENSMUST00000135226,ENSMUST00000152539	ENSMUST00000040572,ENSMUST00000135226,ENSMUST00000152539	False	3589.00	5812	0.31	0.3163709839736696	True	0.006370983973669586
ENSMUSG00000046798	ENSMUST00000060947,ENSMUST00000115445,ENSMUST00000115446,ENSMUST00000125110,ENSMUST00000134157,ENSMUST00000134931,ENSMUST00000179804	ENSMUST00000060947,ENSMUST00000115446,ENSMUST00000115445,ENSMUST00000125110,ENSMUST00000134931,ENSMUST00000179804	False	3235.12	25422	7.15	4.220914522248751	False	2.929085477751249
ENSMUSG00000062151	ENSMUST00000075245,ENSMUST00000184666	ENSMUST00000184666,ENSMUST00000075245	True	8796.00	489545	10.52	0.38284728278095537	False	10.137152717219044
ENSMUSG00000029455	ENSMUST00000031411,ENSMUST00000129753,ENSMUST00000133033,ENSMUST00000152945	ENSMUST00000031411,ENSMUST00000129753,ENSMUST00000133033,ENSMUST00000152945	True	3094.32	27798	1.58	0.373256823588394	False	1.2067431764116061
ENSMUSG00000028191	ENSMUST00000029842	ENSMUST00000029842	True	1760.00	11553	1.86	0.32968367280480065	False	1.5303163271951994
ENSMUSG00000040097	ENSMUST00000045517,ENSMUST00000086325	ENSMUST00000045517,ENSMUST00000086325	True	2750.97	18810	2.72	0.8937486304148095	False	1.8262513695851907
ENSMUSG00000042662	ENSMUST00000037715,ENSMUST00000109811,ENSMUST00000123121,ENSMUST00000185197	ENSMUST00000123121,ENSMUST00000185197,ENSMUST00000037715,ENSMUST00000109811	True	1341.73	10702	7.03	2.147668845607092	False	4.882331154392908
ENSMUSG00000028180	ENSMUST00000029831,ENSMUST00000106057,ENSMUST00000106058,ENSMUST00000106063,ENSMUST00000152882,ENSMUST00000184802	ENSMUST00000106058,ENSMUST00000184802,ENSMUST00000106057,ENSMUST00000152882,ENSMUST00000106063,ENSMUST00000029831	True	2603.62	14251	40.85	41.88733814166339	False	1.0373381416633904
ENSMUSG00000031523	ENSMUST00000033923,ENSMUST00000036104,ENSMUST00000098826,ENSMUST00000145245,ENSMUST00000156312,ENSMUST00000163663,ENSMUST00000178717,ENSMUST00000179501,ENSMUST00000179652	ENSMUST00000033923,ENSMUST00000098826,ENSMUST00000163663,ENSMUST00000156312,ENSMUST00000145245,ENSMUST00000036104,ENSMUST00000178717,ENSMUST00000179652,ENSMUST00000179501	True	4570.40	385393	8.57	0.3452230922943004	False	8.2247769077057
ENSMUSG00000072476	ENSMUST00000097218	ENSMUST00000097218	True	1275.00	2353	0.33	0.6698129411164961	False	0.3398129411164961
ENSMUSG00000039599	ENSMUST00000037698,ENSMUST00000051915,ENSMUST00000090499,ENSMUST00000090503	ENSMUST00000090499,ENSMUST00000090503,ENSMUST00000037698,ENSMUST00000051915	True	1884.05	35330	17.90	2.408937784436576	False	15.491062215563423
ENSMUSG00000018861	ENSMUST00000021078,ENSMUST00000139437,ENSMUST00000147500,ENSMUST00000155130	ENSMUST00000155130,ENSMUST00000021078,ENSMUST00000147500,ENSMUST00000139437	True	1690.28	9027	1.27	0.5528844422010855	False	0.7171155577989146
ENSMUSG00000022721	ENSMUST00000059696,ENSMUST00000100099,ENSMUST00000115640,ENSMUST00000127239,ENSMUST00000128045,ENSMUST00000131211,ENSMUST00000140206,ENSMUST00000145112,ENSMUST00000147273,ENSMUST00000153292	ENSMUST00000127239,ENSMUST00000115640,ENSMUST00000140206,ENSMUST00000059696,ENSMUST00000153292,ENSMUST00000147273,ENSMUST00000100099,ENSMUST00000145112,ENSMUST00000128045,ENSMUST00000131211	True	1118.82	6094	8.22	11.76750544721755	False	3.5475054472175493
ENSMUSG00000071750	ENSMUST00000066598,ENSMUST00000181201	ENSMUST00000181201	False	1007.00	1007	0.11	0.13042617100687814	False	0.020426171006878144
ENSMUSG00000032872	ENSMUST00000168529,ENSMUST00000173126,ENSMUST00000174043,ENSMUST00000174294,ENSMUST00000174540,ENSMUST00000174724	ENSMUST00000168529,ENSMUST00000174724,ENSMUST00000174043,ENSMUST00000174540,ENSMUST00000174294	False	2164.72	55761	8.57	0.7348830923337996	False	7.835116907666201
ENSMUSG00000050232	ENSMUST00000056614	ENSMUST00000056614	True	1731.00	2735	0.26	0.1920865143750293	False	0.06791348562497071
ENSMUSG00000042589	ENSMUST00000086317,ENSMUST00000111752,ENSMUST00000125267,ENSMUST00000133760,ENSMUST00000134326,ENSMUST00000144069,ENSMUST00000154139,ENSMUST00000155396,ENSMUST00000156942,ENSMUST00000168288	ENSMUST00000111752,ENSMUST00000086317,ENSMUST00000156942,ENSMUST00000133760,ENSMUST00000144069,ENSMUST00000154139,ENSMUST00000134326,ENSMUST00000168288	False	6763.00	193737	8.83	0.9511287639847246	False	7.878871236015275
ENSMUSG00000049295	ENSMUST00000067549,ENSMUST00000166169	ENSMUST00000067549,ENSMUST00000166169	True	2938.00	14657	0.38	0.17921696691536643	False	0.20078303308463358
ENSMUSG00000018697	ENSMUST00000018841,ENSMUST00000127042,ENSMUST00000141093,ENSMUST00000148434	ENSMUST00000018841,ENSMUST00000127042,ENSMUST00000141093,ENSMUST00000148434	True	1385.64	90668	8.52	0.3882173790825015	False	8.131782620917498
ENSMUSG00000039131	ENSMUST00000046614,ENSMUST00000128741,ENSMUST00000130196,ENSMUST00000133102,ENSMUST00000133672,ENSMUST00000152283,ENSMUST00000152680	ENSMUST00000152283,ENSMUST00000046614,ENSMUST00000128741,ENSMUST00000130196,ENSMUST00000152680,ENSMUST00000133672,ENSMUST00000133102	True	581.90	72698	2.88	0.07587890281114892	False	2.804121097188851
ENSMUSG00000053552	ENSMUST00000110286,ENSMUST00000110287,ENSMUST00000110288,ENSMUST00000126740,ENSMUST00000134728,ENSMUST00000140169	ENSMUST00000110288,ENSMUST00000110286,ENSMUST00000110287,ENSMUST00000126740,ENSMUST00000134728,ENSMUST00000140169	True	2554.00	75313	1.84	0.4394655220133234	False	1.4005344779866766
ENSMUSG00000051335	ENSMUST00000055341	ENSMUST00000055341	True	6654.00	108928	10.10	0.7342973790962021	False	9.365702620903798
ENSMUSG00000067629	ENSMUST00000081285,ENSMUST00000177932	ENSMUST00000081285,ENSMUST00000177932	True	3991.53	31182	54.30	16.334206914336033	False	37.96579308566396
ENSMUSG00000018570	ENSMUST00000018714,ENSMUST00000100969,ENSMUST00000102580,ENSMUST00000108621,ENSMUST00000128046,ENSMUST00000129234,ENSMUST00000137122,ENSMUST00000142121,ENSMUST00000144431	ENSMUST00000100969,ENSMUST00000108621,ENSMUST00000018714,ENSMUST00000102580,ENSMUST00000144431,ENSMUST00000129234,ENSMUST00000137122,ENSMUST00000142121	False	1170.40	3636	0.88	1.8060939797019564	False	0.9260939797019564
ENSMUSG00000028851	ENSMUST00000030665,ENSMUST00000141860,ENSMUST00000148612	ENSMUST00000030665,ENSMUST00000141860,ENSMUST00000148612	True	1082.33	13455	8.48	1.07375005294923	False	7.40624994705077
ENSMUSG00000061311	ENSMUST00000078494	ENSMUST00000078494	True	6608.00	11220	0.10	0.07023484182028142	False	0.029765158179718587
ENSMUSG00000002210	ENSMUST00000002280,ENSMUST00000108434,ENSMUST00000123188,ENSMUST00000139481,ENSMUST00000146381,ENSMUST00000146686,ENSMUST00000148288	ENSMUST00000146381,ENSMUST00000002280,ENSMUST00000139481,ENSMUST00000108434,ENSMUST00000148288,ENSMUST00000146686	False	1202.40	23160	5.03	0.6521590126706184	False	4.377840987329382
ENSMUSG00000032085	ENSMUST00000034590	ENSMUST00000034590	True	1586.00	6440	1.07	0.30591417904641216	False	0.7640858209535879
ENSMUSG00000055053	ENSMUST00000020461,ENSMUST00000078185,ENSMUST00000105321,ENSMUST00000117966,ENSMUST00000140916,ENSMUST00000152670	ENSMUST00000105321,ENSMUST00000078185,ENSMUST00000020461,ENSMUST00000152670,ENSMUST00000140916,ENSMUST00000117966	True	2290.49	59450	26.92	2.4478348672489543	False	24.472165132751048
ENSMUSG00000089155	ENSMUST00000158530	ENSMUST00000158530	True	139.00	139	2.43	1.8897720029341911	False	0.540227997065809
ENSMUSG00000031684	ENSMUST00000034111	ENSMUST00000034111	True	3630.00	224658	1.13	0.0216308731740925	False	1.1083691268259075
ENSMUSG00000021987	ENSMUST00000022563	ENSMUST00000022563	True	3836.00	37143	11.33	1.386127896183375	False	9.943872103816625
ENSMUSG00000066724	ENSMUST00000086013	ENSMUST00000086013	True	589.00	653	2.45	8.045277439750462	False	5.595277439750462
ENSMUSG00000027404	ENSMUST00000103199,ENSMUST00000139225,ENSMUST00000147570,ENSMUST00000150835	ENSMUST00000103199,ENSMUST00000147570,ENSMUST00000150835	False	1021.15	7769	3.49	0.9805214240993337	False	2.5094785759006664
